DestinationID,Name,Latitude,Longitude,Characteristics
28,Kadalukaani Paani Sunset,8.747832074,76.90551712,"sunset, nature, serene, photography"
29,Meenmutti Waterfall,8.781825023,76.91789501,"waterfall, trekking, nature"
30,RajaRaviVermaArtGallery,8.768349999,76.86704609,"art, exhibit, cultural"
31,CHithirapuram Tea Estate Path,10.03260661,77.0433119,"tea, plantation"
32,Tata Tea Consumer Centre,10.08881626,77.05564481,tea
33,Thirumeny Cultural Centre Munnar Plays and Dances,10.0881485,77.06156535,"cultural, traditional, entertainment"
34,Nayakammad Waterfall,10.13584532,77.06064668,"waterfall, nature, photography"
35,Evaikulam Waterfall,10.14487387,77.04328057,"waterfall, serene, photography"
36,carvar Marsh Statue -Karvarkal estate,10.37707174,76.99522035,"statue, historical, cultural"
37,Subix Merry Land,10.7722434,76.63999634,"amusement, family, adventure"
38,Palakkad Fort,10.76769019,76.65681915,"historical, fort, cultural"
39,Kava view point,10.83030209,76.72011221,"scenic, photography"
40,Malampuzha,10.80411404,76.64374517,"tourism, garden, dam"
41,Chulanur Peafowl Sanctuary,10.71800319,76.4723798,"wildlife, birdwatching, conservation"
42,Chendhamangalam Wetlands,10.80866665,76.6423996,"reserve, biodiversity, nature"
43,Sree Chinmaya Guruvayurappan Temple,10.78792617,76.65338592,"temple, spiritual, religious"
44,VARADARAJA PERUMAL TEMPLE,11.03327,76.92348,"temple, spiritual, religious"
45,SINGANALLUR LAKE,10.98905,77.02274,"lake, boating, birdwatching"
46,CENTRAL LIBRARY,11.02799,77.02205,"knowledge, books"
47,IIT Palakkad,10.80416,76.72548,education
48,Bharathiar University,11.04004,76.87897,education
49,Government College,11.0173,76.93987,education
50,Perur Temple,10.97601,76.91531,"temple, spiritual, religious"
51,Vadakanthara Sree Thirupuraikkal Bhagavathi Temple,10.78148,76.64358,"temple, spiritual, religious"
52,Lalbag Garden,12.95102993,77.58835456,"garden, scenic, nature"
53,Vidhan Soudha BLR,12.97959511,77.59059896,"government, architectural"
54,ISCKON Temple,13.00956,77.55012,"temple, spiritual, religious"
55,Tipu Sultan Summer Palace,12.95927723,77.57392024,"historical, museum, architectural"
56,HAL Heritage Centre,12.95546688,77.68077038,"museum, aviation, exhibits"
57,Cubbon Park,12.97743771,77.59505834,"park, greenery, nature"
58,Visvesvaraya Industrial Museum,12.97477729,77.59648175,"industrial, heritage, exhibits, museum"
59,Church Street,12.97484867,77.60517241,"shopping, restaurants, nightlife"
60,St. Mary's Basilica,12.98438678,77.60427308,"church, religious, architectural"
61,CSI St.Mark's Cathedral Bangalore,12.97609627,77.6002302,"church, religious, architectural"
62,Kanaka Sarovar Lake,13.04622679,77.66636444,"Scenic lake, birdwatching, tranquility"
63,Freedom Park,12.97779176,77.58223244,"historical, cultural, park"
64,Jawaharlal Nehru Planeturium and Indira Gandhi Park,12.98538241,77.59074518,"educational, astronomy, recreational"
65,Lumbini Garden and Nagawar Lake,13.04448809,77.60872332,"recreational, garden, park, boating"
66,Bungee Rock Park,12.94240806,77.56937962,"adventure, park"
67,MN Krishna Rao Park,12.94253455,77.57532807,"park, greenery, nature"
68,Bengaluru Palace,13.01104842,77.58558943,"historical, royal, architectural"
69,Jayamahal Garden,13.00040479,77.59819335,"historical, garden, recreational"
70,Nimhans Convention Centre,12.94316129,77.59637094,"Event venue, conferences, exhibitions"
71,Bengaluru Fort,12.96284361,77.57556433,"historical, fort, cultural"
72,Chennakeshava Swamy Temple,12.27558336,76.88190241,"temple, spiritual, religious"
73,Mysore Chamundeshwari Temple,12.2726951,76.67067289,"temple, spiritual, religious"
74,Mysore Phillomena Cathedral,12.32103033,76.65821616,"catholic, religious, architectural"
75,Mysore Shukavan Bird Park,12.28438435,76.65695732,"sanctuary, aviary, conservation"
76,Mysore Mahishasura Statue,12.2748482,76.6709887,"historical, cultural"
77,Mysore Sunset Point,12.271847,76.6694966,"scenic, sunset, photography"
78,Mysore Nandi Statue,12.279167,76.6678431,"religious, architecture"
79,Mysore Zoo,12.30012507,76.66861575,"zoo, wildlife, conservation"
80,Mysore Chikka Gadiyara Market,12.30975529,76.65215581,"market, shopping"
81,Mysore Palace,12.3048059,76.65596675,"historical, royal, architectural"
82,Mysore Mahadevpura Shooting Spot - Coconut Park,12.38927757,76.79272516,"film, coconut, recreational"
83,Mysore Tipu Sultan Resting Place,12.4112886,76.7134468,"historical, photography"
84,Mysore Commoretive STructure,12.4248984,76.6746835,"historical landmark, architecture"
85,Mysore Lotus POND,12.4238492,76.6554831,"garden, pond, scenic"
86,Talakkadu Temple,12.18024274,77.02755811,"temple, spiritual, religious"
87,Mysore Daria Daulat Bagh,12.4197045,76.6964458,"historical, palace, museum"
88,Mysore Shreerangapattana,12.42265201,76.68424668,"historical, town, cultural"
89,Shreerangapattana Mosque Masjid-i-Ala (Jama Masjid),12.42244147,76.68904646,"historical, mosque, religious"
90,Mysore Tipu Sultan Fort and Palace,12.4258122,76.6880901,"historical, fort, museum, architectural"
91,Mysore Ranganathswamy Temple,12.4249986,76.6794137,"temple, spiritual, religious"
92,Mysore Colonel Bailey's Dungeon,12.4266076,76.6790525,"historical, dungeon, architectural"
93,Tipu Sultan Museum,12.4180142,76.6962281,"historical, museum, exhibits"
94,Mysore ZamZam Bazar,12.3190183,76.6544262,"market, shopping"
95,GaganchutkiWaterfalls,12.29595119,77.16631763,"waterfall, natural, trekking"
96,Bharachukki Waterfalls,12.28916423,77.18179778,"waterfall, natural, scenic"
97,CauverySplitKatte,12.26063945,77.1685688,"river, picnic, natural"
98,Mysore Boating,12.42453913,76.65290068,"boating, recreational, lake"
99,Mysore Brindavan Gardens,12.42226985,76.57264833,"garden, photography, fountain"
100,Mysore Railway Museum,12.31653835,76.6438175,"railway, historical, exhibits"
101,Mysore JaganMohan Palace,12.30678809,76.64987393,"historical, palace, museum"
102,Banerghatta Natioanal Park,12.75829225,77.58791716,"Wildlife, safari, conservation"
103,BLR-MYS Highway Hillpoint View,12.74471067,77.27601836,"scenic, photography"
104,BLR_LalBagh Rock,12.94834403,77.58969348,"rock, natural, scenic"
105,MuthyalaWaterfall,12.6853956,77.6633273,"waterfall, natural, trekking"
106,Wonderla Bangalore,12.83415631,77.40102673,"amusement, adventure, family"
107,MG Road BLr,12.97491354,77.60906406,shopping
108,Sri Big Bull Temple,12.94189651,77.56796864,"temple, spiritual, religious"
109,National Gallery of Modern Art,12.98932881,77.58808068,"art, museum, cultural"
110,IISc Bangalore,13.01550947,77.56736011,educational
111,JayaPrakashNarayanaPark,13.03335204,77.55046752,"park, greenery, nature"
112,Avalahalli Forest,13.13045364,77.54836979,"natural, wildlife, sanctuary"
113,GandhiBhavanMuseum,12.98802351,77.58030971,"historical, museum, exhibits"
114,Chinnaswamy Stadium,12.97877117,77.59952775,"cricket, stadium, sports"
115,MGRoad-TAJHotel,12.97326554,77.61960112,hotel
116,OberoiHotel-BLR,12.97368187,77.61822599,hotel
117,PARKHOTEL-BLR,12.97405756,77.61948566,hotel
118,Raddison Hotel BLR,12.97619291,77.61940095,hotel
119,Conrad BLR Hotel,12.97524772,77.62073138,hotel
120,Brahmin's Coffee Bar-BLR,12.95390435,77.56881087,"cafe, cuisine"
121,MTR Restaurant,12.95517888,77.58550585,"restaurant, cuisine"
122,Koshy's Restaurant,12.9758609,77.60153062,"restaurant, cuisine"
123,Lalbagh Waterfall,12.94606859,77.58625315,"waterfall, natural, scenic"
124,Ashok Pillar Monument,12.94370951,77.58527312,"historical, archaeological, cultural"
125,HotelLeela Palace BLR,12.96026331,77.64840537,"hotel, hospitality"
126,Commercial Street BLR,12.98226586,77.60821117,"shopping, fashion"
127,Brigade Road Shopping BLR,12.97151372,77.60678029,"shopping, fashion"
128,UB City Mall+FoodBLR,12.97187243,77.59612346,"shopping, entertainment"
129,Residency Road BLR,12.96983669,77.60295956,"shopping, fashion, restaurant"
130,Diamond District BLR,12.95931787,77.64365849,"shopping, fashion"
131,Ft. Road,12.97261936,77.64698459,"historical, cultural"
132,Mysore City Centre Market,12.30847102,76.65298087,"market, shopping"
133,IIM BLR,12.89544331,77.60215765,educational
134,Gurudwara Dukh Niwaran Sahib,30.34734,76.39700436,"gurudwara, religious"
135,Chattbir Zoo,30.60365181,76.79231433,"park, wildlife, conservation"
136,Sohana Gurudwara,30.68883438,76.70754415,"gurudwara, religious"
137,Rose Garden,30.74498009,76.7785198,"garden, floral, scenic"
138,Government Museum and Art Gallery,30.74966503,76.78794088,"museum, art, exhibits"
139,Leisure Valley,30.75319516,76.79299456,"park, recreational"
140,Bogainvilla Park,30.75831024,76.79615857,"park, garden, nature"
141,"Rock Garden, Chandigarh",30.75290995,76.80522405,garden
142,"Tower of Shadows, Chandigarh",30.75971997,76.80419957,architecture
143,Yadavindra Gardens,30.79313736,76.91264309,"historical, garden, architectural"
144,Guru Tegh Bahadur Sikh Museum,31.23498045,76.49778731,"museum, exhibits"
145,Himalayan Nature Park Kufri,31.09744674,77.26471307,"nature, park"
146,Jakhu Park,31.10127183,77.18446697,"park, nature"
147,"Indira Gandhi Statue, Shimla",31.10488449,77.17489152,architectural
148,Annadale Golf Hub,31.1115836,77.15816522,sports
149,Dhyanlinga Meditation and Yoga Centre,10.97798679,76.73528133,"meditation, yoga, spiritual"
150,Adiyogi Shiva Statue,10.9724662,76.74043963,"religious, architectural"
151,Isha Yoga Temple,10.97627187,76.73668682,"temple, spiritual, yoga"
152,Narasipuram Multi Step Waterfall,10.97983316,76.76020693,"waterfall, natural, trekking"
153,Kovai Kutralam Waterfall,10.93968923,76.6907528,"waterfall, natural, scenic"
154,Siruvani Waterfall,10.93968923,76.6907528,"waterfall, natural, photography"
155,Masaniamman Temple,11.00493672,77.02161734,"temple, spiritual, religious"
156,Kodiveri Waterfall and Dam,11.47345618,77.29596576,"Waterfall, dam, scenic spot"
157,Monkey Waterfalls,10.45798931,76.96955093,"Waterfall, natural beauty, trekking"
158,Siruvani Dam,10.97526232,76.64205143,"dam, scenic"
159,Marudhamalai Temple,11.04412776,76.86257778,"temple, spiritual, religious"
160,Gedee Car Museum,11.00660937,76.97788441,museum
161,Gedee Science Museum,11.0076153,76.97845574,"museum, exhibits"
162,VOC Ground Amusement Park,11.00493941,76.97149315,"amusement, family"
163,St Maichaels Cathedral,10.99543286,76.96509562,"cathedral, religious, architectural"
164,Sungam Lake Boating,10.99260671,76.97651766,"lake, boating, recreational"
165,Ernatica Sea World Amusement Park,10.98706391,76.95713529,"amusement, marine, exhibits"
166,Diwan Bhadur Rd Shopping,11.00721269,76.95096455,shopping
167,Cross Cut Road Shopping,11.02040261,76.96817688,shopping
168,VellianGiri Sivan Hill Temple,10.98886917,76.68654894,"temple, spiritual, religious"
169,VellianGiri Temple Trail Trek,10.98489949,76.69047091,"trekking, nature, scenic"
170,Bheeman Immovable Stone,10.98228457,76.69890109,"historical,  cultural"
171,Arulmigu Sri Eachanari Vinayagar Temple,10.92392593,76.98234594,"temple, spiritual, religious"
172,Black Thunder Water Theme Park,11.32640314,76.91264025,"park, amusement, adventureS"
173,Exotic Bird Park,11.32072942,76.91743681,"sanctuary, nature, conservation"
174,Connoor Wellington Gymkhana Club,11.36029184,76.79616822,"club, sports"
175,Coonnoor Sims Park,11.35677489,76.80011415,"garden, scenic, floral"
176,Connoor Sims Park Hidden Valley Fountain,11.36796376,76.79541367,"scenic, fountain, natural"
177,Hillgrove Scenec Train Pass,11.34256212,76.83640883,"scenic, railway,  journey"
178,Dolphin Nose View Point Coonnoor,11.36840454,76.85848486,"scenic, photography"
179,Burliyar Bridge,11.34423855,76.85003708,"historical,  bridge"
180,Connoor madras Regiment Museum,11.36573271,76.78801726,"museum, exhibits"
181,Connoor Black Bridge,11.36083702,76.78062981,"historical, architectural, bridge"
182,Coonnoor manekshaw Bridge,11.36154097,76.7810155,"historical, architectural, bridge"
183,Connoor Wellington lake,11.36205114,76.78565206,"lake, boating, nature"
184,Connoor Nilgiris Tea Garden,11.35462727,76.80072764,"tea, plantation, scenic"
185,Sleeping Lady View Point,11.35293644,76.7957261,"scenic,  natural"
186,Connoor Laws Falls,11.33172606,76.80067829,"waterfall, natural"
187,Connoor Nilgir Mountain Railway Bridge,11.32850283,76.79469547,"railway, architectural"
188,Huligal Hills Connoor,11.33305787,76.79231461,"hills, trekking, nature"
189,Pakasun Peak View Point Coonnoor,11.31631608,76.83628787,"scenic, photography"
190,Archedin Hills View Point Echo,11.30652382,76.79047379,"scenic, photography"
191,Kullakamby Waterfalls,11.28838071,76.75246833,"waterfall, natural"
192,Masinagudi Maravakandy Dam,11.57390708,76.65160225,"dam, scenic"
193,Bandipura national park,11.66718844,76.62882289,"wildlife, sanctuary, biodiversity"
194,Ooty Boating,11.40582819,76.68835584,"lake, boating"
195,Ooty Romantic Boating,11.40392167,76.68103622,"lake, boating"
196,Ooty horticulture garden,11.40083872,76.68376687,"garden, floral, nature"
197,Ooty thunderworld amusement park,11.40411802,76.6938934,"amusement, adventure, family"
198,Ooty Arbotreum Tea Garden,11.39971006,76.69384217,"tea, plantation, garden"
199,Ooty Hill Stn,11.40655611,76.6928913,"scenic, nature"
200,Ooty Ketri Valley View point,11.3972769,76.71736752,"scenic, photography"
201,Ooty Tiger Point,11.39720949,76.72706618,"scenic, photography"
202,Ooty pine Forest,11.43938921,76.65764844,forest
203,Ooty market,11.41536105,76.69428256,market
204,Ooty Commercial Street,11.40723902,76.70383336,"shopping, market"
205,Ooty Upper Bazaar,11.4090285,76.70189274,"shopping, market"
206,Ooty CSI St Stephens Church,11.41522891,76.70231072,"church, religious"
207,Ooty Govt Museum,11.41220518,76.71486493,museum
208,Shri Bhimashankar Jyotirlinga Wildlife Reserve,19.09360768,73.5546089,"reserve, wildlife"
209,Sinhagad Fort,18.37069764,73.75418215,"fort, historical"
210,Lal Mahal,18.51899255,73.85661611,"historical, architectural"
211,Parvati Hill,18.49758719,73.84823757,"photography, trekking"
212,Joshi's Museum Of Miniature Railways,18.50165389,73.82236486,"photography, museum"
213,Shaniwar Wada,18.51970884,73.8553175,"historical, architectural"
214,Shreemant Dagdusheth Halwai Ganpati Mandir,18.51680103,73.85737744,"temple, religious, spiritual"
215,FC Road,18.52199938,73.84095221,"shopping, nightlife"
216,Vishrambaug Wada,18.51437718,73.85382359,"historical, architectural"
217,Iskcon Temple,18.52121769,73.87920214,"temple, religious, spiritual"
218,Mahabaleshwar,17.92601,73.65668,"photography, scenic"
219,Mulshi,18.46479,73.46763,"photography, scenic"
220,Panchgani,17.92476,73.80563,"photography, scenic"
221,"Chiplun, Ratnagiri",17.54263,73.52088,"beach, photography"
222,Rajiv Gandhi Zoological Park,18.45276564,73.86078697,"Wildlife, zoo, conservation"
223,Saras Baug,18.5020667,73.8475582,"religious, photography, historical"
224,Matheran,18.98841303,73.26518004,"photography, scenic"
225,Lonavla,18.75801152,73.40468353,"photography, scenic"
226,Laxmi Road,18.5158615,73.85622692,"shopping, market"
227,Deccan Gymkhana,18.51686,73.84353,sports
228,Pataleshwar,18.52711,73.85016,historical
229,Jangli Maharaj Road,18.51686,73.84353,"shopping, market"
230,Aga Khan Palace,18.55297987,73.90179361,"historical, photography"
231,Shivneri Fort,19.19330766,73.85544944,"historical, photography, fort"
232,Pune Cantonment,18.513,73.87983,"shopping, photgraphy"
233,Siddhivinayak Temple,19.0169,72.8304,"temple, religious, spiritual"
234,Gateway of India,18.922456,72.834778,"photography, historical, architectural"
235,Nehru Planetarium,19.0089,72.877778,"education, photography"
236,Chhatrapati Shivaji Maharaj Terminus,18.935006,72.877647,airport
237,Murud-Janjira Fort,18.3319,72.9608,"fort, historical"
238,Murud Beach,18.32971336,72.95486193,"beach, photography, serene"
239,Janjira Fort,18.30015601,72.96436774,"fort, historical"
240,Alibag Beach,18.639,72.8721,"beach, photography, serene"
241,Taj Mahal Palace,18.9217,72.8332,"historical, palace"
242,Kolrai Fort,18.5363,72.9081,"fort, historical"
243,Diveagar Beach,18.17246302,72.98492329,"beach, photography, serene"
244,Korigad Fort,18.62100004,73.38569408,"fort, historical"
245,Lonavala,18.76028047,73.41271378,"photography, scenic, nature"
246,Khandala,18.77762373,73.37706764,"photography, scenic, nature"
247,Lohgad Fort,18.70685001,73.47666102,"fort, historical"
248,Raigad Fort,18.23901273,73.42605942,"fort, historical"
249,Rajgad Fort,18.24669705,73.68080597,"fort, historical"
250,Karnala Bird Sanctury,18.8931461,73.11253255,"conservation, sanctuary, photography"
251,Matheran,18.99106368,73.26489983,"photography, scenic, nature"
252,Juhu Beach,19.11641385,72.82182185,"beach, photography, serene"
253,Kanheri Caves,19.208133,72.90503494,"historical, architectural, cave"
254,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya,18.92661732,72.83239119,"museum, historical, educational"
255,Elephanta Caves,18.96389529,72.93113234,"historical, architectural, cave"
256,Trimbak,19.93204425,73.53040044,"religious, pilgrimage, tourism"
257,Powai Dam,19.12697666,72.89601382,"dam, scenic"
258,Barid shahi tombs,17.92013351,77.50378654,"religious,  architectural"
259,Bidar fort,17.92109088,77.53011801,"fort, historical"
260,Gullbarga fort,17.34056897,76.83316392,"fort, historical"
261,Ananthagiri Hills,17.3115023,77.86458152,nature
262,Warangal Fort,17.95642142,79.61528081,"fort, historical"
263,Bhadrakali Lake,17.98893012,79.58104181,"lake, boating, nature"
264,Nallamala Forest,15.99473757,78.51536681,wildlife
265,Srisailam Dam,16.08767787,78.90007104,"dam, scenic"
266,Bhuvanagiri Fort,17.51544549,78.89301505,"fort, historical, photography"
267,Ramoji Film City,17.25426282,78.67668145,"shopping, market"
268,Kandlakoya Oxygen Park,17.60389123,78.49127067,"shopping, market"
269,Osman Sagar,17.36027115,78.29916137,"lake, photography"
270,Mrugavani National Park,17.35462114,78.33855556,"shopping, market"
271,Golconda Fort,17.38436144,78.40254514,"fort, historical, photography"
272,Charminar,17.36164128,78.4746829,"architectural, photography, historical"
273,Chowmahalla Palace,17.35804365,78.4716083,"architectural, photography"
274,"Buddha Statue, Hussain Sagar",17.41554521,78.47499445,"religious, architectural, photography"
275,NTR Gardens,17.41338426,78.46823597,"garden, nature, scenic"
276,Falaknuma Palace,17.33111497,78.4667046,"architectural, photography, historical"
277,Nehru Zoological Park,17.3509714,78.44500433,"wildlife, conservation, nature"
278,Rotary Park for children,17.42194277,78.48459666,"park, floral"
279,Sajnekhali Tiger Reserve,22.12628101,88.80336796,"wildlife, conservation, nature"
280,Sunderban Tiger Reserve,21.92745114,88.72376463,"wildlife, conservation, nature"
281,Bibhuti Bhushan Wildlife Sanctuary,23.1868203,88.75731959,"wildlife, conservation, nature"
282,Dakshineswar Kali Temple,22.65482942,88.35751994,"temple, religious, spiritual"
283,Central Park,22.58910528,88.41441045,"park, floral, photography"
284,Howrah Bridge,22.58511763,88.34692188,"bridge, architectural"
285,Acharya Jagadish Chandra Bose Indian Botanic Garden,22.56069061,88.28666686,"garden, floral, educational"
286,Belur Math,22.63302288,88.3566819,"religious, architectural, photography"
287,Howrah Junction,22.58368415,88.34194632,"architectural, travel"
288,Mullick Ghat Flower Market,22.58163265,88.34866423,"floral, shopping"
289,Eastern Railway Museum,22.57792353,88.34002333,"shopping, market"
290,St. John's Protestant Church,22.56993461,88.34594305,"religious, church, spiritual"
291,"Raj Bhavan, Kolkata",22.56724152,88.34722568,"government, architectural"
292,"Eden Gardens Park, Kolkata",22.56406197,88.34016991,"cricket, stadium, sports"
293,Fort William,22.55787151,88.33465293,"fort, architectural"
294,Victoria Memorial Garden,22.54593871,88.34280075,"garden, nature, scenic"
295,"St. Paul Cathedral Church, Kolkata",22.54428044,88.34663171,"church, religious, spiritual"
296,"Kalighat Mandir Shaktipeeth, Kolkata",22.52022554,88.34212487,"temple, religious, spiritual"
297,"Subhash Sarovar, Kolkata",22.56827017,88.39980653,"lake, recreational, photography"
298,"James Prinsep Monument, Kolkata",22.55541269,88.33083924,"architectural, historical"
299,"Birla Mandir, Kolkata",22.53061947,88.3649636,"temple, religious, spiritual"
300,"Indian Museum, Kolkata",22.55781742,88.35107447,"museum, exhibits"
301,"New Market, Kolkata",22.56060142,88.35255766,"shopping, market"
302,IIT Guwahati,26.20274,91.70037,education
303,Sri Umananda Temple,26.19633,91.74516,"shopping, market"
304,Guwahati Ropeway,10.83030209,76.72011221,adventure
305,Nehru Park,26.1885,91.74751,"park, nature"
306,Pan Bazar,26.1827,91.74922,"cultural, educational, shopping"
307,Guwahati Planetorium,26.1914,91.75196,"astronomical, education, architetcural"
308,SUKRESHWAR MANDIR,26.1941,91.73515,"temple, religious, spiritual"
309,Umling,25.9826,91.86849,"tourism, nature, serene"
310,NARANARAYAN SETU,26.21899,90.56011,"bridge, tourism"
311,Girijananda Chowdhury University,26.13519,91.6252,education
312,Govind Devji Temple,27.58142424,77.69938204,"temple, religious, spiritual"
313,Vrindavan,27.58149572,77.70220309,"temple, religious, spiritual"
314,Mathura,27.48312617,77.67349267,"temple, religious, spiritual"
315,Deeg Palace,27.47272854,77.32370678,"architectural, historical"
316,Sultanpur National Park,28.46453569,76.88630872,"wildlife, conservation"
317,"Leisure Valley Park, Gurugram",28.46957431,77.06595962,"park, scenic, floral"
318,"Coronation Memorial, Delhi",28.72301273,77.19676007,"shopping, market"
319,"Tagore Garden, Delhi",28.64703394,77.11094752,"shopping, market"
320,"Rajouri Garden, Delhi",28.64986333,77.12273845,"shopping, market"
321,"Shri Adya Katyayini Shaktipeetam, Delhi",28.65017764,77.31096798,"delhi, religious"
322,Qutub Minar,28.52462725,77.18540104,"architectural, historical"
323,Mehrauli Archaeological Park,28.52040276,77.18759278,"park, archeology"
324,Garden Of Five Senses,28.51429248,77.19751001,"garden, scenic"
325,Begumpur Mosque,28.53924123,77.20635831,"mosque, religious, spiritual"
326,Vasant Vihar Park,28.55835801,77.16370617,"park, floral, scenic"
327,Hauz Khas Fort,28.55346729,77.19347146,"fort, architectural, historical"
328,Dr Bhim Rao Ambedkar Central Park,28.56139602,77.19551358,"park, floral, scenic"
329,Green Park,28.55667495,77.20435948,"park, floral, nature"
330,Nehru Place,28.55006058,77.25136018,"market, shopping"
331,Lotus Temple,28.5535902,77.25921782,"temple, religious, spiritual"
332,"ISCKON Temple, New Delhi",28.55627285,77.25378464,"temple, religious, spiritual"
333,Okhla Bird Sanctuary,28.57431947,77.30254257,"sanctuary, conservation, bird"
334,"Safdarjung Tomb, Delhi",28.58964016,77.21053599,"religious, architectural, historical"
335,"Nehru Park, Delhi",28.59077976,77.19283684,"park, floral, nature"
336,"Indira Gandhi Memorial Museum, Delhi",28.59994919,77.20608208,"museum, historical, educational"
337,"Gandhi Smriti Museum, Delhi",28.60272444,77.21418693,"museum, historical, exhibits"
338,"Lodhi Garden, Delhi",28.59302605,77.21947244,"garden, floral, photography"
339,"Shah Tomb, Delhi",28.59099123,77.21806696,"religious, architectural, historical"
340,"Sikandar Lodhi Tomb, Delhi",28.5961253,77.22153238,"religious, architectural, historical"
341,"Humayun's Tomb, Delhi",28.59345428,77.25077063,"religious, architectural, historical"
342,"Mughal Garden Pavillion, Delhi",28.59752378,77.24768073,"garden, floral, scenic"
343,"National Zoological Park, Delhi",28.60685654,77.24538953,"wildlife, park, conservation"
344,"Purana Qila, Delhi",28.60975333,77.24369418,"fort, historical, architectural"
345,India Gate,28.61376542,77.22955744,"hostorical, photography, architectural"
346,Rashtrapati Bhavan,28.61453608,77.19952653,"government, architectural"
347,Gurudwara Sri Bangla Sahib,28.62654589,77.20913477,"gurudwara, religious, spiritual"
348,"Jantar Mantar, Delhi",28.6271206,77.21661597,"astronomical, education, architetcural"
349,"Ugrasen ki Baoli, Delhi",28.62621265,77.22504762,"historical, architectural"
350,"Jama Masjid, Delhi",28.65083923,77.23346355,"mosque, religious, spiritual"
351,Red Fort,28.65668799,77.24391436,"fort, architectural, historical"
352,Sansad Bhavan,28.617189,77.208084,"fort, architectural, historical"
353,Connaught Place,28.63278,77.21972,"palace, architectural, historical"
354,Salimgarh Fort,28.661,77.24,"fort, architectural, historical"
355,Tughlaqabad,28.51194,77.26083,"fort, reservoir, historical"
356,Chandni Chowk,28.656,77.231,tourism
357,"Akshardham, Delhi",28.6125,77.27722,"temple, religious, spiritual, historical"
358,Cathedral Church of Redemption,28.618038,77.201978,"church, religious, historical"
359,"St. James Church, Delhi",28.665637,77.230784,"church,  spiritual"
360,"National Museum, New Delhi",28.611811,77.219262,"museum, exhibits"
361,"National_Rail_Museum,_New_Delhi",28.58472,77.18139,"museum, exhibits"
362,Nizamuddin Dargah,28.591306,77.241806,"historical, religious"
363,Raj Ghat,28.64055,77.249433,"memorial, historical"
364,Perungudi Lake,12.97879545,80.25911807,"lake, serene"
365,Hidden Lake,12.98347913,80.17878055,"lake, tourism, trekking"
366,Perarignar Anna Museum,13.08181605,80.2852106,"museum, exhibits"
367,Adyar Banyan Tree,13.02228339,80.26735782,tourism
368,Dr. APJ Abdul Kalam Park,13.07579654,80.23371219,"park, floral"
369,Elliot's Beach,12.9962,80.27058,"beach, food, serene"
370,Governor's Bungalow,12.99805,80.27252,government
371,BSR Mall,12.94971542,80.24039587,"mall, shopping"
372,Matsya Narayana Temple,12.87894752,80.25115464,"temple, religious, spiritual"
373,Kamakshi Temple,12.93430688,80.1564271,"temple, religious, spiritual"
374,IIT Madras,12.98838,80.23313,education
375,Thiruvalluvar Nagar Beach,12.97401018,80.26660144,"beach, food, scenic"
376,Anna University,13.01125874,80.23599613,education
377,World Trade Centre,12.96205437,80.24473542,architetcural
378,Marina Beach,13.06035177,80.28652158,beach
